.id	OTU	log2FoldChange	p	padj	Rank1	Rank2	Rank3	Rank4	Rank5	Rank6	Rank7	Rank8	density_min	density_max	sparsity_threshold	sparsity_apply	l2fc_threshold
(substrate=='12C-Con' & day=='3') | (substrate=='13C-Cel' & day == '3')	OTU.5050	-0.411133643298857	0.585020901913257	0.765673775423476	Bacteria	__Acidobacteria	__Holophagae	__43F-1404R	NA	NA	NA	NA	1.7	1.73	0	all	0.25
(substrate=='12C-Con' & day=='3') | (substrate=='13C-Cel' & day == '3')	OTU.6535	0.00106103317838287	0.53222435707809	0.765673775423476	Bacteria	__Acidobacteria	__Holophagae	__43F-1404R	__uncultured_bacterium	NA	NA	NA	1.7	1.73	0	all	0.25
(substrate=='12C-Con' & day=='3') | (substrate=='13C-Cel' & day == '3')	OTU.1234	1.19084047231732	0.148792301083709	0.765673775423476	Bacteria	__Acidobacteria	__Holophagae	__43F-1404R	__uncultured_bacterium	NA	NA	NA	1.7	1.73	0	all	0.25
(substrate=='12C-Con' & day=='3') | (substrate=='13C-Cel' & day == '3')	OTU.13594	-0.411133643298857	0.585020901913257	0.765673775423476	Bacteria	__Acidobacteria	__Holophagae	__43F-1404R	__uncultured_bacterium	NA	NA	NA	1.7	1.73	0	all	0.25
(substrate=='12C-Con' & day=='3') | (substrate=='13C-Cel' & day == '3')	OTU.3209	-0.411133643298857	0.585020901913257	0.765673775423476	Bacteria	__Acidobacteria	__Holophagae	__43F-1404R	NA	NA	NA	NA	1.7	1.73	0	all	0.25
(substrate=='12C-Con' & day=='3') | (substrate=='13C-Cel' & day == '3')	OTU.2453	0.903781811559089	0.360074730331861	0.765673775423476	Bacteria	__Acidobacteria	__Holophagae	__43F-1404R	__uncultured_bacterium	NA	NA	NA	1.7	1.73	0	all	0.25
(substrate=='12C-Con' & day=='3') | (substrate=='13C-Cel' & day == '3')	OTU.4226	0.397100506468001	0.48093689436277	0.765673775423476	Bacteria	__Acidobacteria	__Holophagae	__SJA-36	__uncultured_bacterium	NA	NA	NA	1.7	1.73	0	all	0.25
(substrate=='12C-Con' & day=='3') | (substrate=='13C-Cel' & day == '3')	OTU.12140	0.69084733825429	0.442889638396386	0.765673775423476	Bacteria	__Acidobacteria	__Holophagae	__iii1-8	NA	NA	NA	NA	1.7	1.73	0	all	0.25
(substrate=='12C-Con' & day=='3') | (substrate=='13C-Cel' & day == '3')	OTU.7747	0.809764445956266	0.326629895836944	0.765673775423476	Bacteria	__Acidobacteria	__Holophagae	__iii1-8	__uncultured_Acidobacteria_bacterium	NA	NA	NA	1.7	1.73	0	all	0.25
(substrate=='12C-Con' & day=='3') | (substrate=='13C-Cel' & day == '3')	OTU.837	1.19292490040399	0.135521905279515	0.765673775423476	Bacteria	__Acidobacteria	__Holophagae	__iii1-8	NA	NA	NA	NA	1.7	1.73	0	all	0.25
(substrate=='12C-Con' & day=='3') | (substrate=='13C-Cel' & day == '3')	OTU.1272	0.378710707370347	0.480776188066555	0.765673775423476	Bacteria	__Acidobacteria	__Holophagae	__iii1-8	__uncultured_soil_bacterium	NA	NA	NA	1.7	1.73	0	all	0.25
(substrate=='12C-Con' & day=='3') | (substrate=='13C-Cel' & day == '3')	OTU.2990	0.0371555567500521	0.532923453907429	0.765673775423476	Bacteria	__Acidobacteria	__Holophagae	__iii1-8	__uncultured_bacterium	NA	NA	NA	1.7	1.73	0	all	0.25
(substrate=='12C-Con' & day=='3') | (substrate=='13C-Cel' & day == '3')	OTU.1492	0.380609673645876	0.465864394023455	0.765673775423476	Bacteria	__Acidobacteria	__Holophagae	__iii1-8	__uncultured_bacterium	NA	NA	NA	1.7	1.73	0	all	0.25
(substrate=='12C-Con' & day=='3') | (substrate=='13C-Cel' & day == '3')	OTU.1893	0.913040642925547	0.371860088226715	0.765673775423476	Bacteria	__Acidobacteria	__RB25	NA	NA	NA	NA	NA	1.7	1.73	0	all	0.25
(substrate=='12C-Con' & day=='3') | (substrate=='13C-Cel' & day == '3')	OTU.5825	-0.411133643298857	0.585020901913257	0.765673775423476	Bacteria	__Acidobacteria	__RB25	__uncultured_bacterium	NA	NA	NA	NA	1.7	1.73	0	all	0.25
(substrate=='12C-Con' & day=='3') | (substrate=='13C-Cel' & day == '3')	OTU.386	2.14831932863222	0.00247571723369748	0.0902684591363544	Bacteria	__Acidobacteria	__RB25	__uncultured_bacterium	NA	NA	NA	NA	1.7	1.73	0	all	0.25
(substrate=='12C-Con' & day=='3') | (substrate=='13C-Cel' & day == '3')	OTU.5130	-0.411133643298857	0.585020901913257	0.765673775423476	Bacteria	__Acidobacteria	__RB25	NA	NA	NA	NA	NA	1.7	1.73	0	all	0.25
(substrate=='12C-Con' & day=='3') | (substrate=='13C-Cel' & day == '3')	OTU.773	2.15741848333689	0.101827536812391	0.765673775423476	Bacteria	__Acidobacteria	__RB25	NA	NA	NA	NA	NA	1.7	1.73	0	all	0.25
(substrate=='12C-Con' & day=='3') | (substrate=='13C-Cel' & day == '3')	OTU.1931	1.02086199625461	0.29148011603227	0.765673775423476	Bacteria	__Acidobacteria	__RB25	__uncultured_bacterium	NA	NA	NA	NA	1.7	1.73	0	all	0.25
(substrate=='12C-Con' & day=='3') | (substrate=='13C-Cel' & day == '3')	OTU.2471	0.429106531858544	0.467714010092716	0.765673775423476	Bacteria	__Acidobacteria	__RB25	__uncultured_bacterium	NA	NA	NA	NA	1.7	1.73	0	all	0.25
(substrate=='12C-Con' & day=='3') | (substrate=='13C-Cel' & day == '3')	OTU.5526	0.354464792145866	0.486461282976988	0.765673775423476	Bacteria	__Acidobacteria	__RB25	NA	NA	NA	NA	NA	1.7	1.73	0	all	0.25
(substrate=='12C-Con' & day=='3') | (substrate=='13C-Cel' & day == '3')	OTU.6277	-0.411133643298857	0.585020901913257	0.765673775423476	Bacteria	__Acidobacteria	__RB25	NA	NA	NA	NA	NA	1.7	1.73	0	all	0.25
(substrate=='12C-Con' & day=='3') | (substrate=='13C-Cel' & day == '3')	OTU.13313	0.435776133211654	0.475927633909631	0.765673775423476	Bacteria	__Acidobacteria	__RB25	__uncultured_bacterium	NA	NA	NA	NA	1.7	1.73	0	all	0.25
(substrate=='12C-Con' & day=='3') | (substrate=='13C-Cel' & day == '3')	OTU.12831	-1.18399706648861	0.679321886507146	0.769227100750362	Bacteria	__Acidobacteria	__AT-s3-28	__uncultured_bacterium	NA	NA	NA	NA	1.7	1.73	0	all	0.25
(substrate=='12C-Con' & day=='3') | (substrate=='13C-Cel' & day == '3')	OTU.13651	-0.411133643298857	0.585020901913257	0.765673775423476	Bacteria	__Acidobacteria	__AT-s3-28	__uncultured_bacterium	NA	NA	NA	NA	1.7	1.73	0	all	0.25
(substrate=='12C-Con' & day=='3') | (substrate=='13C-Cel' & day == '3')	OTU.6193	0.00106103317838287	0.53222435707809	0.765673775423476	Bacteria	__Acidobacteria	__BPC102	__uncultured_bacterium	NA	NA	NA	NA	1.7	1.73	0	all	0.25
(substrate=='12C-Con' & day=='3') | (substrate=='13C-Cel' & day == '3')	OTU.4352	-0.411133643298857	0.585020901913257	0.765673775423476	Bacteria	__Acidobacteria	__BPC102	__uncultured_bacterium	NA	NA	NA	NA	1.7	1.73	0	all	0.25
(substrate=='12C-Con' & day=='3') | (substrate=='13C-Cel' & day == '3')	OTU.5702	-0.411133643298857	0.585020901913257	0.765673775423476	Bacteria	__Acidobacteria	__BPC102	__uncultured_bacterium	NA	NA	NA	NA	1.7	1.73	0	all	0.25
(substrate=='12C-Con' & day=='3') | (substrate=='13C-Cel' & day == '3')	OTU.10864	-0.359607713534126	0.578484541909493	0.765673775423476	Bacteria	__Acidobacteria	__Holophagae	__32-20	NA	NA	NA	NA	1.7	1.73	0	all	0.25
(substrate=='12C-Con' & day=='3') | (substrate=='13C-Cel' & day == '3')	OTU.163	0.691144988589885	0.140282654623809	0.765673775423476	Bacteria	__Acidobacteria	__Holophagae	__32-20	__uncultured_bacterium	NA	NA	NA	1.7	1.73	0	all	0.25
(substrate=='12C-Con' & day=='3') | (substrate=='13C-Cel' & day == '3')	OTU.794	0.721197594923868	0.256986002286156	0.765673775423476	Bacteria	__Acidobacteria	__Holophagae	__32-20	__uncultured_bacterium	NA	NA	NA	1.7	1.73	0	all	0.25
(substrate=='12C-Con' & day=='3') | (substrate=='13C-Cel' & day == '3')	OTU.811	1.18390641027903	0.115420399273759	0.765673775423476	Bacteria	__Acidobacteria	__Holophagae	__32-20	__uncultured_bacterium	NA	NA	NA	1.7	1.73	0	all	0.25
(substrate=='12C-Con' & day=='3') | (substrate=='13C-Cel' & day == '3')	OTU.5728	-0.411133643298857	0.585020901913257	0.765673775423476	Bacteria	__Bacteroidetes	__Sphingobacteriia	__Sphingobacteriales	__Chitinophagaceae	__uncultured	__uncultured_bacterium	NA	1.7	1.73	0	all	0.25
(substrate=='12C-Con' & day=='3') | (substrate=='13C-Cel' & day == '3')	OTU.8578	-0.411133643298857	0.585020901913257	0.765673775423476	Bacteria	__Bacteroidetes	__Sphingobacteriia	__Sphingobacteriales	__Chitinophagaceae	__uncultured	__uncultured_bacterium	NA	1.7	1.73	0	all	0.25
(substrate=='12C-Con' & day=='3') | (substrate=='13C-Cel' & day == '3')	OTU.9247	-0.411133643298857	0.585020901913257	0.765673775423476	Bacteria	__Bacteroidetes	__Sphingobacteriia	__Sphingobacteriales	__Chitinophagaceae	__Chitinophaga	NA	NA	1.7	1.73	0	all	0.25
(substrate=='12C-Con' & day=='3') | (substrate=='13C-Cel' & day == '3')	OTU.201	1.38635370656174	0.319370210385642	0.765673775423476	Bacteria	__Bacteroidetes	__Sphingobacteriia	__Sphingobacteriales	__Chitinophagaceae	__uncultured	__uncultured_bacterium	NA	1.7	1.73	0	all	0.25
(substrate=='12C-Con' & day=='3') | (substrate=='13C-Cel' & day == '3')	OTU.1640	-1.18399706648861	0.679321886507146	0.769227100750362	Bacteria	__Bacteroidetes	__Sphingobacteriia	__Sphingobacteriales	__Chitinophagaceae	__uncultured	__uncultured_bacterium	NA	1.7	1.73	0	all	0.25
(substrate=='12C-Con' & day=='3') | (substrate=='13C-Cel' & day == '3')	OTU.464	0.00106103317838287	0.53222435707809	0.765673775423476	Bacteria	__Bacteroidetes	__Sphingobacteriia	__Sphingobacteriales	__Chitinophagaceae	__uncultured	__uncultured_bacterium	NA	1.7	1.73	0	all	0.25
(substrate=='12C-Con' & day=='3') | (substrate=='13C-Cel' & day == '3')	OTU.13090	-1.18399706648861	0.679321886507146	0.769227100750362	Bacteria	__Bacteroidetes	__Sphingobacteriia	__Sphingobacteriales	__Chitinophagaceae	__uncultured	__uncultured_bacterium	NA	1.7	1.73	0	all	0.25
(substrate=='12C-Con' & day=='3') | (substrate=='13C-Cel' & day == '3')	OTU.579	1.41300541086589	0.314530040703082	0.765673775423476	Bacteria	__Bacteroidetes	__Sphingobacteriia	__Sphingobacteriales	__Chitinophagaceae	__Lacibacter	NA	NA	1.7	1.73	0	all	0.25
(substrate=='12C-Con' & day=='3') | (substrate=='13C-Cel' & day == '3')	OTU.10523	-1.18399706648861	0.679321886507146	0.769227100750362	Bacteria	__Bacteroidetes	__Sphingobacteriia	__Sphingobacteriales	__Chitinophagaceae	__Flavisolibacter	__uncultured_bacterium	NA	1.7	1.73	0	all	0.25
(substrate=='12C-Con' & day=='3') | (substrate=='13C-Cel' & day == '3')	OTU.290	1.06183074729425	0.211688800997815	0.765673775423476	Bacteria	__Bacteroidetes	__Sphingobacteriia	__Sphingobacteriales	__Chitinophagaceae	__Ferruginibacter	NA	NA	1.7	1.73	0	all	0.25
(substrate=='12C-Con' & day=='3') | (substrate=='13C-Cel' & day == '3')	OTU.26	0.981031279284599	0.132694792601569	0.765673775423476	Bacteria	__Bacteroidetes	__Sphingobacteriia	__Sphingobacteriales	__Chitinophagaceae	__uncultured	__uncultured_bacterium	NA	1.7	1.73	0	all	0.25
(substrate=='12C-Con' & day=='3') | (substrate=='13C-Cel' & day == '3')	OTU.414	1.5363260580529	0.144711881323749	0.765673775423476	Bacteria	__Bacteroidetes	__Sphingobacteriia	__Sphingobacteriales	__Chitinophagaceae	__Ferruginibacter	__uncultured_bacterium	NA	1.7	1.73	0	all	0.25
(substrate=='12C-Con' & day=='3') | (substrate=='13C-Cel' & day == '3')	OTU.410	0.59608872102301	0.402734900672756	0.765673775423476	Bacteria	__Bacteroidetes	__Sphingobacteriia	__Sphingobacteriales	__Chitinophagaceae	__Ferruginibacter	__uncultured_bacterium	NA	1.7	1.73	0	all	0.25
(substrate=='12C-Con' & day=='3') | (substrate=='13C-Cel' & day == '3')	OTU.1556	-0.411133643298857	0.585020901913257	0.765673775423476	Bacteria	__Bacteroidetes	__Sphingobacteriia	__Sphingobacteriales	__Chitinophagaceae	__Filimonas	__uncultured_bacterium	NA	1.7	1.73	0	all	0.25
(substrate=='12C-Con' & day=='3') | (substrate=='13C-Cel' & day == '3')	OTU.1371	1.09859772082648	0.328294685052639	0.765673775423476	Bacteria	__Bacteroidetes	__Sphingobacteriia	__Sphingobacteriales	__Chitinophagaceae	__uncultured	NA	NA	1.7	1.73	0	all	0.25
(substrate=='12C-Con' & day=='3') | (substrate=='13C-Cel' & day == '3')	OTU.1028	2.1050179154283	0.0849824426328564	0.718869118715429	Bacteria	__Bacteroidetes	__Sphingobacteriia	__Sphingobacteriales	__Chitinophagaceae	__Niastella	__uncultured_bacterium	NA	1.7	1.73	0	all	0.25
(substrate=='12C-Con' & day=='3') | (substrate=='13C-Cel' & day == '3')	OTU.92	1.45794241469132	0.170026532270895	0.765673775423476	Bacteria	__Bacteroidetes	__Sphingobacteriia	__Sphingobacteriales	__Chitinophagaceae	__Flavisolibacter	__uncultured_bacterium	NA	1.7	1.73	0	all	0.25
(substrate=='12C-Con' & day=='3') | (substrate=='13C-Cel' & day == '3')	OTU.8925	0.00106103317838321	0.53222435707809	0.765673775423476	Bacteria	__Bacteroidetes	__Sphingobacteriia	__Sphingobacteriales	__Chitinophagaceae	__Flavisolibacter	NA	NA	1.7	1.73	0	all	0.25
(substrate=='12C-Con' & day=='3') | (substrate=='13C-Cel' & day == '3')	OTU.1166	1.26327824058541	0.288033717659408	0.765673775423476	Bacteria	__Bacteroidetes	__Sphingobacteriia	__Sphingobacteriales	__Chitinophagaceae	__Chitinophaga	NA	NA	1.7	1.73	0	all	0.25
(substrate=='12C-Con' & day=='3') | (substrate=='13C-Cel' & day == '3')	OTU.3044	1.21355016717529	0.255920719797694	0.765673775423476	Bacteria	__Bacteroidetes	__Sphingobacteriia	__Sphingobacteriales	__Chitinophagaceae	__uncultured	__uncultured_bacterium	NA	1.7	1.73	0	all	0.25
(substrate=='12C-Con' & day=='3') | (substrate=='13C-Cel' & day == '3')	OTU.82	1.45180016750064	0.0805349270555744	0.701719768829821	Bacteria	__Bacteroidetes	__Sphingobacteriia	__Sphingobacteriales	__Chitinophagaceae	__Flavihumibacter	NA	NA	1.7	1.73	0	all	0.25
(substrate=='12C-Con' & day=='3') | (substrate=='13C-Cel' & day == '3')	OTU.8532	-0.411133643298857	0.585020901913257	0.765673775423476	Bacteria	__Bacteroidetes	__Sphingobacteriia	__Sphingobacteriales	__Chitinophagaceae	NA	NA	NA	1.7	1.73	0	all	0.25
(substrate=='12C-Con' & day=='3') | (substrate=='13C-Cel' & day == '3')	OTU.11761	-0.411133643298857	0.585020901913257	0.765673775423476	Bacteria	__Bacteroidetes	__Sphingobacteriia	__Sphingobacteriales	__Chitinophagaceae	__Flavisolibacter	NA	NA	1.7	1.73	0	all	0.25
(substrate=='12C-Con' & day=='3') | (substrate=='13C-Cel' & day == '3')	OTU.6267	1.1925593127799	0.207995515548045	0.765673775423476	Bacteria	__Bacteroidetes	__Sphingobacteriia	__Sphingobacteriales	__Chitinophagaceae	__Flavisolibacter	__uncultured_bacterium	NA	1.7	1.73	0	all	0.25
(substrate=='12C-Con' & day=='3') | (substrate=='13C-Cel' & day == '3')	OTU.458	1.91915794593821	0.0758189527787125	0.679544260723307	Bacteria	__Bacteroidetes	__Sphingobacteriia	__Sphingobacteriales	__Chitinophagaceae	__Flavisolibacter	__uncultured_bacterium	NA	1.7	1.73	0	all	0.25
(substrate=='12C-Con' & day=='3') | (substrate=='13C-Cel' & day == '3')	OTU.10514	0.975769638369061	0.345950148312588	0.765673775423476	Bacteria	__Bacteroidetes	__Sphingobacteriia	__Sphingobacteriales	__Chitinophagaceae	__Flavisolibacter	__uncultured_bacterium	NA	1.7	1.73	0	all	0.25
(substrate=='12C-Con' & day=='3') | (substrate=='13C-Cel' & day == '3')	OTU.10014	-0.411133643298857	0.585020901913257	0.765673775423476	Bacteria	__Bacteroidetes	__Sphingobacteriia	__Sphingobacteriales	__Chitinophagaceae	__Flavisolibacter	__uncultured_bacterium	NA	1.7	1.73	0	all	0.25
(substrate=='12C-Con' & day=='3') | (substrate=='13C-Cel' & day == '3')	OTU.14297	-0.359607713534126	0.578484541909493	0.765673775423476	Bacteria	__Bacteroidetes	__Sphingobacteriia	__Sphingobacteriales	__Chitinophagaceae	__Flavisolibacter	__uncultured_bacterium	NA	1.7	1.73	0	all	0.25
(substrate=='12C-Con' & day=='3') | (substrate=='13C-Cel' & day == '3')	OTU.1112	-0.411133643298857	0.585020901913257	0.765673775423476	Bacteria	__Bacteroidetes	__Sphingobacteriia	__Sphingobacteriales	__Chitinophagaceae	__uncultured	__uncultured_bacterium	NA	1.7	1.73	0	all	0.25
(substrate=='12C-Con' & day=='3') | (substrate=='13C-Cel' & day == '3')	OTU.804	0.322562822791423	0.46109176249941	0.765673775423476	Bacteria	__Bacteroidetes	__Sphingobacteriia	__Sphingobacteriales	__Chitinophagaceae	__Flavisolibacter	__uncultured_Sphingobacteria_bacterium	NA	1.7	1.73	0	all	0.25
(substrate=='12C-Con' & day=='3') | (substrate=='13C-Cel' & day == '3')	OTU.11608	-1.18399706648861	0.679321886507146	0.769227100750362	Bacteria	__Bacteroidetes	__Sphingobacteriia	__Sphingobacteriales	__Chitinophagaceae	__uncultured	NA	NA	1.7	1.73	0	all	0.25
(substrate=='12C-Con' & day=='3') | (substrate=='13C-Cel' & day == '3')	OTU.395	0.179296698680156	0.519909128446799	0.765673775423476	Bacteria	__Bacteroidetes	__Sphingobacteriia	__Sphingobacteriales	__Chitinophagaceae	__uncultured	NA	NA	1.7	1.73	0	all	0.25
(substrate=='12C-Con' & day=='3') | (substrate=='13C-Cel' & day == '3')	OTU.1074	1.16561583229852	0.346022814659375	0.765673775423476	Bacteria	__Bacteroidetes	__Sphingobacteriia	__Sphingobacteriales	__Chitinophagaceae	__uncultured	__uncultured_bacterium	NA	1.7	1.73	0	all	0.25
(substrate=='12C-Con' & day=='3') | (substrate=='13C-Cel' & day == '3')	OTU.4210	0.00106103317838253	0.53222435707809	0.765673775423476	Bacteria	__Bacteroidetes	__VC2.1_Bac22	NA	NA	NA	NA	NA	1.7	1.73	0	all	0.25
(substrate=='12C-Con' & day=='3') | (substrate=='13C-Cel' & day == '3')	OTU.12293	-0.411133643298857	0.585020901913257	0.765673775423476	Bacteria	__Bacteroidetes	__Sphingobacteriia	__Sphingobacteriales	__Chitinophagaceae	__uncultured	__uncultured_bacterium	NA	1.7	1.73	0	all	0.25
(substrate=='12C-Con' & day=='3') | (substrate=='13C-Cel' & day == '3')	OTU.1139	0.00106103317838304	0.53222435707809	0.765673775423476	Bacteria	__Bacteroidetes	__Sphingobacteriia	__Sphingobacteriales	__PHOS-HE51	__uncultured_bacterium	NA	NA	1.7	1.73	0	all	0.25
(substrate=='12C-Con' & day=='3') | (substrate=='13C-Cel' & day == '3')	OTU.8742	1.62251532037343	0.265602846444172	0.765673775423476	Bacteria	__Bacteroidetes	__Sphingobacteriia	__Sphingobacteriales	__PHOS-HE51	__uncultured_bacterium	NA	NA	1.7	1.73	0	all	0.25
(substrate=='12C-Con' & day=='3') | (substrate=='13C-Cel' & day == '3')	OTU.737	0.0117052799862329	0.549898429129444	0.765673775423476	Bacteria	__Bacteroidetes	__Sphingobacteriia	__Sphingobacteriales	__PHOS-HE51	__uncultured_bacterium	NA	NA	1.7	1.73	0	all	0.25
(substrate=='12C-Con' & day=='3') | (substrate=='13C-Cel' & day == '3')	OTU.2433	1.34730890821201	0.359110294450544	0.765673775423476	Bacteria	__Bacteroidetes	__Sphingobacteriia	__Sphingobacteriales	__PHOS-HE51	__uncultured_bacterium	NA	NA	1.7	1.73	0	all	0.25
(substrate=='12C-Con' & day=='3') | (substrate=='13C-Cel' & day == '3')	OTU.4736	-1.18399706648861	0.679321886507146	0.769227100750362	Bacteria	__Bacteroidetes	__Sphingobacteriia	__Sphingobacteriales	__KD3-93	__uncultured_bacterium	NA	NA	1.7	1.73	0	all	0.25
(substrate=='12C-Con' & day=='3') | (substrate=='13C-Cel' & day == '3')	OTU.1171	-0.411133643298857	0.585020901913257	0.765673775423476	Bacteria	__Bacteroidetes	__Sphingobacteriia	__Sphingobacteriales	__env.OPS_17	__uncultured_bacterium	NA	NA	1.7	1.73	0	all	0.25
(substrate=='12C-Con' & day=='3') | (substrate=='13C-Cel' & day == '3')	OTU.7534	-0.411133643298857	0.585020901913257	0.765673775423476	Bacteria	__Bacteroidetes	__Sphingobacteriia	__Sphingobacteriales	__env.OPS_17	__uncultured_bacterium	NA	NA	1.7	1.73	0	all	0.25
(substrate=='12C-Con' & day=='3') | (substrate=='13C-Cel' & day == '3')	OTU.5352	-0.411133643298857	0.585020901913257	0.765673775423476	Bacteria	__Bacteroidetes	__Sphingobacteriia	__Sphingobacteriales	__env.OPS_17	__uncultured_bacterium	NA	NA	1.7	1.73	0	all	0.25
(substrate=='12C-Con' & day=='3') | (substrate=='13C-Cel' & day == '3')	OTU.1803	-0.411133643298857	0.585020901913257	0.765673775423476	Bacteria	__Bacteroidetes	__Flavobacteria	__Flavobacteriales	__Flavobacteriaceae	__Flavobacterium	__uncultured_bacterium	NA	1.7	1.73	0	all	0.25
